order_no,sku,product_name,product_category,source,region_code,qty,gross_amount,cost_amount,sale_date
CS-00717,SKU-APP-3098,牛仔裤,apparel,retail_store,north,1,57.3,39.58,2025-04-05T18:00:00Z
CS-00718,SKU-APP-2787,运动外套,apparel,retail_store,east,3,233.13,192.22,2025-04-15T11:00:00Z
CS-00719,SKU-HOM-2674,收纳盒,home,e_commerce,east,1,37.32,,2025-05-18T08:00:00Z
CS-00720,SKU-HOM-3297,挂钟,home,retail_store,east,6,138.96,104.35,2025-10-28T15:00:00Z
CS-00721,SKU-ELE-3520,智能手表,electronics,e_commerce,east,4,407.56,340.82,2025-08-13T15:00:00Z
CS-00722,SKU-HOM-4287,台灯,home,e_commerce,north,2,88.16,,2025-08-09T19:00:00Z
CS-00723,SKU-APP-9893,针织毛衣,apparel,catalog,west,3,134.85,89.32,2025-03-19T18:00:00Z
CS-00724,SKU-ELE-6350,机械键盘,electronics,retail_store,north,2,146.96,121.72,2025-12-18T21:00:00Z
CS-00725,SKU-APP-2066,牛仔裤,apparel,retail_store,east,2,155.56,116.92,2025-11-04T11:00:00Z
CS-00726,SKU-HOM-7806,台灯,home,retail_store,east,4,236.8,164.12,2025-07-23T15:00:00Z
CS-00727,SKU-ELE-5693,USB 充电器,electronics,retail_store,south,2,83.08,52.21,2025-07-24T08:00:00Z
CS-00728,SKU-ELE-8902,机械键盘,electronics,e_commerce,north,5,420.5,300.34,2025-11-05T10:00:00Z
CS-00729,SKU-ELE-4933,USB 充电器,electronics,e_commerce,south,3,242.01,146.59,2025-12-06T14:00:00Z
CS-00730,SKU-APP-6131,针织毛衣,apparel,retail_store,west,1,40.2,32.46,2025-08-17T09:00:00Z
CS-00731,SKU-HOM-6644,地毯,home,e_commerce,south,5,235.85,164.27,2025-05-11T15:00:00Z
CS-00732,SKU-APP-2727,纯棉T恤,apparel,e_commerce,south,1,78.57,65.62,2025-06-25T20:00:00Z
CS-00733,SKU-HOM-4540,保温杯,home,e_commerce,south,5,288.5,229.86,2025-10-09T14:00:00Z
CS-00734,SKU-APP-6965,运动外套,apparel,e_commerce,,5,296.05,192.99,2025-09-13T12:00:00Z
CS-00735,SKU-APP-9267,牛仔裤,apparel,retail_store,west,3,48.93,40.77,2025-08-21T19:00:00Z
CS-00736,SKU-APP-8786,针织毛衣,apparel,e_commerce,west,3,89.19,69.25,2025-07-22T19:00:00Z
CS-00737,SKU-APP-1771,卫衣,apparel,e_commerce,north,1,102.58,63.52,2025-09-27T21:00:00Z
CS-00738,SKU-ELE-2115,USB 充电器,electronics,retail_store,north,3,276.15,217.02,2025-11-18T12:00:00Z
CS-00739,SKU-ELE-2699,智能手表,electronics,e_commerce,east,2,121.12,96.36,2025-06-14T18:00:00Z
CS-00740,SKU-HOM-7832,地毯,home,e_commerce,west,2,62.6,47.27,2025-09-29T18:00:00Z
CS-00741,SKU-APP-3290,纯棉T恤,apparel,e_commerce,south,1,73.46,52.72,2025-07-27T17:00:00Z
CS-00742,SKU-APP-2145,针织毛衣,apparel,e_commerce,,2,99.74,79.89,2025-09-19T16:00:00Z
CS-00743,SKU-ELE-2201,智能手表,electronics,retail_store,north,1,119.66,73.97,2025-12-30T15:00:00Z
CS-00744,SKU-ELE-8373,无线耳机,electronics,e_commerce,east,1,110.01,82.97,2025-10-10T18:00:00Z
CS-00745,SKU-HOM-5636,地毯,home,retail_store,north,2,13.48,9.76,2025-11-10T18:00:00Z
CS-00746,SKU-ELE-4051,智能手表,electronics,e_commerce,west,6,200.28,,2025-02-25T08:00:00Z
CS-00747,SKU-ELE-9153,智能手表,electronics,retail_store,north,1,111.55,76.48,2025-07-05T11:00:00Z
CS-00748,SKU-APP-7020,卫衣,apparel,e_commerce,east,4,259.96,220.21,2025-01-04T19:00:00Z
CS-00749,SKU-APP-1592,针织毛衣,apparel,retail_store,south,4,465.08,295.64,2025-07-20T14:00:00Z
CS-00750,SKU-ELE-4939,机械键盘,electronics,e_commerce,west,6,97.92,78.64,2025-12-13T18:00:00Z
CS-00751,SKU-APP-7865,运动外套,apparel,e_commerce,east,2,22.38,18.03,2025-06-26T14:00:00Z
CS-00752,SKU-ELE-2386,无线耳机,electronics,e_commerce,east,2,183.46,138.1,2025-08-20T11:00:00Z
CS-00753,SKU-APP-4448,针织毛衣,apparel,e_commerce,west,2,212.14,154.14,2025-02-13T14:00:00Z
CS-00754,SKU-ELE-4134,USB 充电器,electronics,retail_store,east,2,29.76,22.64,2025-08-21T18:00:00Z
CS-00755,SKU-ELE-8647,机械键盘,electronics,e_commerce,north,4,347.28,,2025-06-22T09:00:00Z
CS-00756,SKU-HOM-6082,收纳盒,home,e_commerce,south,1,82.74,,2025-11-06T14:00:00Z
CS-00757,SKU-ELE-9164,蓝牙音箱,electronics,retail_store,east,5,114.55,88.27,2025-09-17T10:00:00Z
CS-00758,SKU-HOM-9920,保温杯,home,e_commerce,west,4,378.8,291.11,2025-07-14T12:00:00Z
CS-00759,SKU-APP-3206,运动外套,apparel,e_commerce,east,4,226.84,138.79,2025-01-23T09:00:00Z
CS-00760,SKU-APP-3363,针织毛衣,apparel,retail_store,south,3,205.08,164.18,2025-11-23T10:00:00Z
CS-00761,SKU-HOM-8977,挂钟,home,e_commerce,west,4,39.68,27.37,2025-10-28T10:00:00Z
CS-00762,SKU-HOM-8417,挂钟,home,retail_store,south,1,61.5,41.25,2025-10-25T15:00:00Z
CS-00763,SKU-APP-7343,牛仔裤,apparel,e_commerce,south,3,184.32,,2025-02-09T10:00:00Z
CS-00764,SKU-ELE-2659,智能手表,electronics,e_commerce,west,3,216.96,149.57,2025-08-12T13:00:00Z
CS-00765,SKU-ELE-6910,智能手表,electronics,e_commerce,west,5,244.25,195.25,2025-03-05T09:00:00Z
CS-00766,SKU-APP-7697,纯棉T恤,apparel,e_commerce,south,1,108.01,77.07,2025-10-15T17:00:00Z
CS-00767,SKU-HOM-9023,台灯,home,e_commerce,east,2,166.32,109.46,2025-05-08T11:00:00Z
CS-00768,SKU-APP-1602,卫衣,apparel,e_commerce,west,3,240.39,172.65,2025-10-27T14:00:00Z
CS-00769,SKU-ELE-3045,蓝牙音箱,electronics,e_commerce,south,3,125.67,97.42,2025-10-08T16:00:00Z
CS-00770,SKU-ELE-8406,无线耳机,electronics,retail_store,west,1,62.1,41.71,2025-09-19T11:00:00Z
CS-00771,SKU-ELE-4501,USB 充电器,electronics,retail_store,north,3,143.34,114.28,2025-03-08T19:00:00Z
CS-00772,SKU-APP-8748,牛仔裤,apparel,catalog,north,6,242.34,171.72,2025-06-01T17:00:00Z
CS-00773,SKU-APP-3402,卫衣,apparel,retail_store,east,2,199.4,128.34,2025-05-26T12:00:00Z
CS-00774,SKU-APP-3520,牛仔裤,apparel,e_commerce,east,2,37.3,23.09,2025-05-06T18:00:00Z
CS-00775,SKU-HOM-6944,地毯,home,catalog,west,1,83.64,61.15,2025-06-06T13:00:00Z
CS-00776,SKU-APP-1883,针织毛衣,apparel,e_commerce,north,3,123.18,92.52,2025-08-04T14:00:00Z
CS-00777,SKU-ELE-4042,智能手表,electronics,retail_store,east,1,80.01,65.38,2025-04-21T12:00:00Z
CS-00778,SKU-HOM-8951,挂钟,home,retail_store,south,1,114.41,71.34,2025-08-26T18:00:00Z
CS-00779,SKU-HOM-1722,挂钟,home,retail_store,north,1,115.17,86.29,2025-11-15T08:00:00Z
CS-00780,SKU-APP-2116,纯棉T恤,apparel,e_commerce,north,3,114.42,71.75,2025-05-25T19:00:00Z
CS-00781,SKU-HOM-8653,收纳盒,home,retail_store,north,5,66.85,47.74,2025-05-04T09:00:00Z
CS-00782,SKU-HOM-3314,台灯,home,e_commerce,south,2,43.54,36.33,2025-10-16T10:00:00Z
CS-00783,SKU-HOM-4809,保温杯,home,e_commerce,south,2,180.82,148.06,2025-10-17T13:00:00Z
CS-00784,SKU-ELE-7893,机械键盘,electronics,catalog,south,2,173.92,147.68,2025-07-07T15:00:00Z
CS-00785,SKU-HOM-7882,收纳盒,home,e_commerce,west,1,106.9,88.93,2025-05-22T12:00:00Z
CS-00786,SKU-ELE-1378,蓝牙音箱,electronics,e_commerce,south,2,144.16,104.2,2025-09-25T14:00:00Z
CS-00787,SKU-ELE-9489,机械键盘,electronics,e_commerce,south,5,441.85,339.58,2025-03-01T10:00:00Z
CS-00788,SKU-APP-9777,牛仔裤,apparel,catalog,north,2,179.34,141.85,2025-11-23T18:00:00Z
CS-00789,SKU-ELE-6306,蓝牙音箱,electronics,e_commerce,north,4,169.72,,2025-06-15T13:00:00Z
CS-00790,SKU-ELE-9968,无线耳机,electronics,retail_store,north,2,16.14,13.14,2025-01-29T17:00:00Z
CS-00791,SKU-HOM-5032,保温杯,home,e_commerce,south,2,140.06,118.03,2025-01-21T18:00:00Z
CS-00792,SKU-APP-4250,卫衣,apparel,e_commerce,south,1,98.46,74.24,2025-09-02T18:00:00Z
CS-00793,SKU-HOM-1734,收纳盒,home,e_commerce,west,1,16.6,13.94,2025-01-28T08:00:00Z
CS-00794,SKU-APP-7723,卫衣,apparel,retail_store,east,2,16.62,12.39,2025-05-22T20:00:00Z
CS-00795,SKU-APP-4368,纯棉T恤,apparel,retail_store,north,2,105.54,88.76,2025-05-27T15:00:00Z
CS-00796,SKU-ELE-4250,蓝牙音箱,electronics,catalog,north,6,458.28,,2025-02-02T10:00:00Z
CS-00797,SKU-APP-8117,牛仔裤,apparel,e_commerce,south,1,94.88,60.05,2025-02-17T20:00:00Z
CS-00798,SKU-HOM-6537,收纳盒,home,e_commerce,west,1,43.81,31.08,2025-02-22T19:00:00Z
CS-00799,SKU-APP-6695,运动外套,apparel,e_commerce,west,6,360.78,257.65,2025-02-02T11:00:00Z
CS-00800,SKU-HOM-7106,收纳盒,home,e_commerce,north,1,43.61,32.79,2025-11-09T11:00:00Z
CS-00801,SKU-APP-6897,针织毛衣,apparel,e_commerce,west,3,295.26,225.07,2025-11-30T11:00:00Z
CS-00802,SKU-APP-6716,纯棉T恤,apparel,e_commerce,south,2,164.72,120.5,2025-10-23T14:00:00Z
CS-00803,SKU-APP-5828,卫衣,apparel,e_commerce,north,2,84.98,64.1,2025-08-08T18:00:00Z
CS-00804,SKU-ELE-9377,USB 充电器,electronics,e_commerce,west,5,203.35,158.8,2025-07-15T09:00:00Z
CS-00805,SKU-HOM-3960,地毯,home,e_commerce,north,1,25.67,15.97,2025-07-13T17:00:00Z
CS-00806,SKU-ELE-8370,智能手表,electronics,retail_store,south,1,15.45,10.03,2025-11-30T17:00:00Z
CS-00807,SKU-ELE-3878,USB 充电器,electronics,retail_store,north,2,231.3,150.3,2025-01-04T20:00:00Z
CS-00808,SKU-ELE-1330,机械键盘,electronics,catalog,west,2,231.44,181.08,2025-03-31T12:00:00Z
CS-00809,SKU-ELE-6954,USB 充电器,electronics,retail_store,east,3,35.82,24.44,2025-08-13T18:00:00Z
CS-00810,SKU-APP-8131,针织毛衣,apparel,e_commerce,east,4,47.92,29.18,2025-01-31T17:00:00Z
CS-00811,SKU-HOM-3473,保温杯,home,retail_store,north,4,149.72,113.58,2025-02-20T21:00:00Z
CS-00812,SKU-HOM-1238,收纳盒,home,e_commerce,south,4,24.76,18.35,2025-10-20T13:00:00Z
CS-00813,SKU-ELE-6551,USB 充电器,electronics,e_commerce,east,4,336.04,255.41,2025-12-14T21:00:00Z
CS-00814,SKU-APP-4130,牛仔裤,apparel,catalog,east,1,19.94,,2025-04-28T13:00:00Z
CS-00815,SKU-HOM-5411,地毯,home,e_commerce,east,1,85.38,68.4,2025-08-16T14:00:00Z
CS-00816,SKU-HOM-8490,台灯,home,retail_store,north,2,134.8,102.03,2025-02-07T19:00:00Z
CS-00817,SKU-APP-4252,纯棉T恤,apparel,retail_store,south,2,191.76,162.62,2025-06-20T18:00:00Z
CS-00818,SKU-APP-7278,牛仔裤,apparel,e_commerce,east,2,170.04,117.92,2025-09-07T20:00:00Z
CS-00819,SKU-APP-4841,针织毛衣,apparel,e_commerce,,3,33.0,27.08,2025-01-23T20:00:00Z
CS-00820,SKU-APP-1144,针织毛衣,apparel,retail_store,north,1,14.49,10.27,2025-05-09T16:00:00Z
CS-00821,SKU-APP-4653,运动外套,apparel,e_commerce,south,5,478.85,316.73,2025-09-12T08:00:00Z
CS-00822,SKU-APP-5793,运动外套,apparel,retail_store,south,1,68.08,52.86,2025-04-14T18:00:00Z
CS-00823,SKU-APP-4195,牛仔裤,apparel,catalog,north,3,208.86,165.94,2025-01-23T12:00:00Z
CS-00824,SKU-HOM-1544,保温杯,home,retail_store,north,1,100.82,,2025-07-22T11:00:00Z
CS-00825,SKU-ELE-3173,蓝牙音箱,electronics,retail_store,,2,167.92,141.64,2025-07-28T10:00:00Z
CS-00826,SKU-APP-6308,牛仔裤,apparel,retail_store,north,1,5.05,3.86,2025-03-02T18:00:00Z
CS-00827,SKU-ELE-8559,蓝牙音箱,electronics,e_commerce,south,5,91.95,77.93,2025-02-23T16:00:00Z
CS-00828,SKU-ELE-5563,机械键盘,electronics,e_commerce,west,2,112.5,70.72,2025-05-23T10:00:00Z
CS-00829,SKU-APP-3999,运动外套,apparel,e_commerce,south,2,81.0,63.44,2025-07-18T15:00:00Z
CS-00830,SKU-ELE-8475,USB 充电器,electronics,retail_store,south,1,75.64,59.93,2025-12-05T16:00:00Z
CS-00831,SKU-APP-3352,针织毛衣,apparel,retail_store,north,2,229.98,190.84,2025-02-15T16:00:00Z
CS-00832,SKU-APP-6623,牛仔裤,apparel,retail_store,south,3,236.43,182.42,2025-11-20T16:00:00Z
CS-00833,SKU-ELE-6042,机械键盘,electronics,retail_store,south,1,40.51,29.31,2025-09-15T08:00:00Z
CS-00834,SKU-ELE-6540,智能手表,electronics,e_commerce,east,3,345.42,284.75,2025-07-26T14:00:00Z
CS-00835,SKU-ELE-5701,无线耳机,electronics,retail_store,south,4,310.16,242.95,2025-11-25T21:00:00Z
CS-00836,SKU-APP-5566,运动外套,apparel,e_commerce,south,6,283.32,193.36,2025-09-30T11:00:00Z
CS-00837,SKU-ELE-5580,USB 充电器,electronics,e_commerce,north,2,103.34,66.96,2025-10-19T19:00:00Z
CS-00838,SKU-APP-3917,运动外套,apparel,retail_store,south,2,179.12,133.08,2025-06-12T18:00:00Z
CS-00839,SKU-ELE-2946,无线耳机,electronics,e_commerce,west,1,59.62,,2025-08-07T14:00:00Z
CS-00840,SKU-APP-3148,卫衣,apparel,retail_store,south,1,12.84,8.94,2025-07-30T08:00:00Z
CS-00841,SKU-HOM-6276,台灯,home,retail_store,west,1,33.57,27.68,2025-09-11T11:00:00Z
CS-00842,SKU-APP-7450,运动外套,apparel,retail_store,north,2,148.66,97.92,2025-12-07T11:00:00Z
CS-00843,SKU-APP-5043,卫衣,apparel,retail_store,east,5,164.75,125.29,2025-02-17T15:00:00Z
CS-00844,SKU-HOM-6532,保温杯,home,retail_store,south,2,118.08,80.03,2025-06-29T19:00:00Z
CS-00845,SKU-APP-3750,针织毛衣,apparel,retail_store,north,2,213.78,,2025-07-11T14:00:00Z
CS-00846,SKU-ELE-3605,智能手表,electronics,e_commerce,east,4,150.96,93.12,2025-09-07T12:00:00Z
CS-00847,SKU-HOM-4899,台灯,home,e_commerce,south,1,47.7,35.86,2025-02-18T14:00:00Z
CS-00848,SKU-HOM-6924,挂钟,home,retail_store,north,1,63.49,42.2,2025-01-18T12:00:00Z
CS-00849,SKU-HOM-2258,挂钟,home,e_commerce,west,1,48.26,30.51,2025-06-13T21:00:00Z
CS-00850,SKU-ELE-2651,蓝牙音箱,electronics,retail_store,,3,289.11,215.99,2025-12-09T20:00:00Z
CS-00851,SKU-APP-6781,运动外套,apparel,e_commerce,east,3,192.06,136.77,2025-06-26T11:00:00Z
CS-00852,SKU-APP-5662,运动外套,apparel,retail_store,north,2,160.22,,2025-01-14T17:00:00Z
CS-00853,SKU-APP-8452,牛仔裤,apparel,e_commerce,east,3,124.8,88.04,2025-08-23T19:00:00Z
CS-00854,SKU-APP-2003,运动外套,apparel,e_commerce,east,2,155.62,111.86,2025-11-19T13:00:00Z
CS-00855,SKU-APP-9487,纯棉T恤,apparel,retail_store,north,6,469.86,366.54,2025-09-18T09:00:00Z
CS-00856,SKU-APP-7945,卫衣,apparel,catalog,south,1,17.19,10.84,2025-09-14T08:00:00Z
CS-00857,SKU-HOM-7259,保温杯,home,retail_store,north,2,192.5,145.96,2025-07-15T08:00:00Z
CS-00858,SKU-ELE-2844,蓝牙音箱,electronics,e_commerce,north,1,7.39,5.87,2025-09-26T15:00:00Z
CS-00859,SKU-APP-7583,运动外套,apparel,e_commerce,west,1,89.91,70.78,2025-08-11T16:00:00Z
CS-00860,SKU-APP-5017,运动外套,apparel,e_commerce,north,1,88.07,70.05,2025-09-23T09:00:00Z
CS-00861,SKU-HOM-2562,挂钟,home,retail_store,east,5,28.0,,2025-01-23T15:00:00Z
CS-00862,SKU-HOM-2493,台灯,home,e_commerce,north,1,115.8,79.92,2025-05-20T20:00:00Z
CS-00863,SKU-APP-2950,卫衣,apparel,catalog,west,3,192.0,132.57,2025-07-04T16:00:00Z
CS-00864,SKU-HOM-5091,收纳盒,home,e_commerce,west,2,133.1,,2025-06-03T11:00:00Z
CS-00865,SKU-ELE-5448,机械键盘,electronics,e_commerce,east,1,49.65,33.04,2025-08-01T17:00:00Z
CS-00866,SKU-ELE-8051,无线耳机,electronics,e_commerce,east,2,95.44,72.19,2025-12-19T12:00:00Z
CS-00867,SKU-HOM-9149,地毯,home,catalog,north,2,66.62,53.79,2025-05-26T11:00:00Z
CS-00868,SKU-APP-5872,牛仔裤,apparel,e_commerce,north,2,200.84,142.93,2025-09-07T20:00:00Z
CS-00869,SKU-ELE-5265,蓝牙音箱,electronics,retail_store,east,1,47.76,,2025-09-11T08:00:00Z
CS-00870,SKU-APP-7729,针织毛衣,apparel,retail_store,north,1,42.18,26.49,2025-05-24T18:00:00Z
CS-00871,SKU-ELE-8174,无线耳机,electronics,e_commerce,east,1,117.81,72.98,2025-11-19T20:00:00Z
CS-00872,SKU-HOM-6778,保温杯,home,retail_store,west,4,334.88,261.41,2025-08-17T14:00:00Z
CS-00873,SKU-ELE-8236,蓝牙音箱,electronics,e_commerce,north,3,15.21,9.85,2025-08-22T08:00:00Z
CS-00874,SKU-APP-5866,纯棉T恤,apparel,retail_store,east,2,214.64,136.09,2025-05-28T16:00:00Z
CS-00875,SKU-APP-2867,纯棉T恤,apparel,e_commerce,west,1,65.05,52.47,2025-10-18T15:00:00Z
CS-00876,SKU-ELE-1734,智能手表,electronics,retail_store,south,1,29.27,21.64,2025-08-19T20:00:00Z
CS-00877,SKU-HOM-6692,保温杯,home,e_commerce,east,1,103.77,83.64,2025-08-09T12:00:00Z
CS-00878,SKU-APP-2248,针织毛衣,apparel,catalog,,1,110.67,85.82,2025-10-31T08:00:00Z
CS-00879,SKU-APP-3706,运动外套,apparel,e_commerce,south,5,439.5,267.1,2025-03-31T14:00:00Z
CS-00880,SKU-APP-5340,牛仔裤,apparel,catalog,south,6,411.54,316.3,2025-05-18T11:00:00Z
CS-00881,SKU-APP-1831,卫衣,apparel,e_commerce,south,2,163.28,104.6,2025-10-15T08:00:00Z
CS-00882,SKU-ELE-6688,USB 充电器,electronics,retail_store,south,2,39.48,,2025-08-16T16:00:00Z
CS-00883,SKU-APP-3809,运动外套,apparel,retail_store,north,3,344.1,262.02,2025-09-28T08:00:00Z
CS-00884,SKU-HOM-6377,挂钟,home,retail_store,west,2,30.74,21.12,2025-04-03T20:00:00Z
CS-00885,SKU-ELE-5030,机械键盘,electronics,e_commerce,north,2,165.66,132.56,2025-02-09T10:00:00Z
CS-00886,SKU-ELE-3525,蓝牙音箱,electronics,retail_store,south,2,36.36,23.24,2025-03-18T16:00:00Z
CS-00887,SKU-ELE-1699,蓝牙音箱,electronics,retail_store,east,1,40.36,24.75,2025-03-09T08:00:00Z
CS-00888,SKU-HOM-7524,台灯,home,retail_store,north,2,85.2,,2025-08-25T18:00:00Z
CS-00889,SKU-ELE-9960,USB 充电器,electronics,retail_store,south,3,182.76,137.24,2025-02-21T13:00:00Z
CS-00890,SKU-APP-5081,运动外套,apparel,catalog,south,2,168.04,133.66,2025-03-25T12:00:00Z
CS-00891,SKU-HOM-1542,保温杯,home,retail_store,south,2,132.36,97.6,2025-01-04T10:00:00Z
CS-00892,SKU-HOM-1465,保温杯,home,retail_store,north,2,24.36,19.1,2025-09-03T16:00:00Z
CS-00893,SKU-HOM-3503,地毯,home,e_commerce,,1,5.28,,2025-09-05T15:00:00Z
CS-00894,SKU-APP-3837,纯棉T恤,apparel,retail_store,east,4,241.72,160.96,2025-02-25T12:00:00Z
CS-00895,SKU-ELE-5053,智能手表,electronics,retail_store,south,2,178.8,128.53,2025-05-30T11:00:00Z
CS-00896,SKU-HOM-3320,地毯,home,e_commerce,north,5,326.5,198.96,2025-11-01T17:00:00Z
CS-00897,SKU-ELE-9909,无线耳机,electronics,e_commerce,west,1,60.5,47.78,2025-03-31T20:00:00Z
CS-00898,SKU-APP-7590,纯棉T恤,apparel,e_commerce,south,3,274.95,182.11,2025-05-28T12:00:00Z
CS-00899,SKU-ELE-9864,USB 充电器,electronics,e_commerce,north,2,114.7,81.45,2025-06-18T21:00:00Z
CS-00900,SKU-ELE-5808,机械键盘,electronics,retail_store,west,1,118.89,82.83,2025-08-31T21:00:00Z
CS-00901,SKU-ELE-9340,智能手表,electronics,retail_store,south,1,13.28,9.49,2025-08-30T09:00:00Z
CS-00902,SKU-HOM-1474,地毯,home,e_commerce,north,4,134.36,81.76,2025-09-16T13:00:00Z
CS-00903,SKU-ELE-1998,智能手表,electronics,e_commerce,east,3,281.85,,2025-06-24T21:00:00Z
CS-00904,SKU-APP-5740,牛仔裤,apparel,e_commerce,north,1,57.21,,2025-08-27T12:00:00Z
CS-00905,SKU-HOM-8739,台灯,home,e_commerce,east,2,108.84,86.41,2025-02-12T13:00:00Z
CS-00906,SKU-HOM-7394,保温杯,home,e_commerce,north,1,115.14,78.02,2025-05-04T17:00:00Z
CS-00907,SKU-APP-5919,针织毛衣,apparel,e_commerce,east,1,78.52,52.38,2025-10-28T16:00:00Z
CS-00908,SKU-APP-9566,针织毛衣,apparel,e_commerce,north,6,665.88,417.35,2025-07-28T09:00:00Z
CS-00909,SKU-HOM-1714,保温杯,home,retail_store,west,2,108.76,89.22,2025-01-29T20:00:00Z
CS-00910,SKU-HOM-9563,收纳盒,home,retail_store,south,5,437.0,293.1,2025-08-10T14:00:00Z
CS-00911,SKU-APP-3577,牛仔裤,apparel,e_commerce,east,3,125.43,77.53,2025-10-09T21:00:00Z
CS-00912,SKU-HOM-5843,地毯,home,e_commerce,north,1,31.38,,2025-07-24T14:00:00Z
CS-00913,SKU-ELE-7524,无线耳机,electronics,e_commerce,north,3,51.24,32.2,2025-04-20T21:00:00Z
CS-00914,SKU-HOM-6903,台灯,home,e_commerce,north,2,97.56,73.02,2025-11-13T09:00:00Z
CS-00915,SKU-HOM-5933,收纳盒,home,e_commerce,east,2,39.58,28.33,2025-11-07T13:00:00Z
CS-00916,SKU-APP-9611,纯棉T恤,apparel,catalog,north,4,424.0,360.35,2025-10-07T21:00:00Z
CS-00917,SKU-ELE-9021,蓝牙音箱,electronics,e_commerce,west,2,221.94,164.05,2025-11-09T08:00:00Z
CS-00918,SKU-HOM-3601,收纳盒,home,e_commerce,east,2,150.62,121.71,2025-08-29T12:00:00Z
CS-00919,SKU-ELE-6690,机械键盘,electronics,retail_store,south,5,340.4,218.5,2025-08-03T20:00:00Z
CS-00920,SKU-APP-3234,针织毛衣,apparel,e_commerce,,3,211.11,132.86,2025-08-22T16:00:00Z
CS-00921,SKU-ELE-4306,无线耳机,electronics,e_commerce,south,1,34.48,29.11,2025-12-06T09:00:00Z
CS-00922,SKU-HOM-3106,地毯,home,e_commerce,north,1,17.58,13.71,2025-03-27T16:00:00Z
CS-00923,SKU-ELE-6283,无线耳机,electronics,e_commerce,south,1,47.39,34.38,2025-03-25T17:00:00Z
CS-00924,SKU-ELE-3727,蓝牙音箱,electronics,retail_store,west,5,241.45,156.85,2025-05-02T08:00:00Z
CS-00925,SKU-HOM-1533,收纳盒,home,e_commerce,north,3,176.4,138.64,2025-03-22T13:00:00Z
CS-00926,SKU-APP-1630,卫衣,apparel,retail_store,east,1,79.7,61.89,2025-05-20T11:00:00Z
CS-00927,SKU-APP-7187,针织毛衣,apparel,retail_store,north,4,99.28,66.84,2025-02-04T19:00:00Z
CS-00928,SKU-ELE-9589,智能手表,electronics,retail_store,north,3,29.28,19.22,2025-05-21T21:00:00Z
CS-00929,SKU-APP-1847,运动外套,apparel,retail_store,north,2,172.92,122.08,2025-08-20T15:00:00Z
CS-00930,SKU-APP-8726,牛仔裤,apparel,retail_store,west,2,215.38,137.62,2025-02-17T09:00:00Z
CS-00931,SKU-APP-9538,卫衣,apparel,catalog,west,1,19.92,16.44,2025-12-09T09:00:00Z
CS-00932,SKU-ELE-7927,无线耳机,electronics,e_commerce,west,1,5.49,,2025-09-17T11:00:00Z
CS-00933,SKU-ELE-7720,无线耳机,electronics,e_commerce,north,2,199.68,162.19,2025-08-28T14:00:00Z
CS-00934,SKU-HOM-5293,收纳盒,home,retail_store,south,4,428.44,350.19,2025-10-04T15:00:00Z
CS-00935,SKU-APP-6372,针织毛衣,apparel,e_commerce,north,1,83.12,54.59,2025-06-01T13:00:00Z
CS-00936,SKU-ELE-8023,无线耳机,electronics,retail_store,north,2,73.2,51.69,2025-11-08T13:00:00Z
CS-00937,SKU-HOM-8227,保温杯,home,retail_store,east,1,41.2,31.84,2025-01-14T09:00:00Z
CS-00938,SKU-HOM-6614,台灯,home,retail_store,west,2,184.64,135.9,2025-12-16T13:00:00Z
CS-00939,SKU-APP-2247,运动外套,apparel,retail_store,east,1,22.84,18.21,2025-10-20T16:00:00Z
CS-00940,SKU-APP-7857,运动外套,apparel,e_commerce,south,1,80.5,48.39,2025-11-05T10:00:00Z
CS-00941,SKU-ELE-5563,智能手表,electronics,retail_store,north,2,164.84,112.77,2025-12-25T11:00:00Z
CS-00942,SKU-HOM-8175,保温杯,home,retail_store,west,3,175.89,130.72,2025-01-02T21:00:00Z
CS-00943,SKU-ELE-4699,蓝牙音箱,electronics,retail_store,east,2,84.34,53.0,2025-09-26T18:00:00Z
CS-00944,SKU-ELE-7649,蓝牙音箱,electronics,e_commerce,east,4,473.48,315.12,2025-01-15T18:00:00Z
CS-00945,SKU-ELE-4699,USB 充电器,electronics,catalog,east,2,171.74,122.68,2025-08-25T16:00:00Z
CS-00946,SKU-APP-6985,针织毛衣,apparel,e_commerce,east,3,130.5,84.01,2025-12-10T12:00:00Z
CS-00947,SKU-HOM-4683,收纳盒,home,retail_store,south,3,20.22,13.79,2025-10-12T12:00:00Z
CS-00948,SKU-ELE-4691,机械键盘,electronics,e_commerce,east,2,179.26,120.79,2025-08-06T11:00:00Z
CS-00949,SKU-HOM-9318,收纳盒,home,retail_store,south,2,207.78,142.58,2025-08-30T09:00:00Z
CS-00950,SKU-HOM-8551,挂钟,home,retail_store,east,4,321.6,228.7,2025-05-12T15:00:00Z
CS-00951,SKU-APP-5658,卫衣,apparel,retail_store,south,5,144.6,119.22,2025-05-19T09:00:00Z
CS-00952,SKU-ELE-9549,无线耳机,electronics,e_commerce,east,1,11.44,7.66,2025-03-01T17:00:00Z
CS-00953,SKU-ELE-7228,智能手表,electronics,e_commerce,west,3,172.86,140.26,2025-09-06T14:00:00Z
CS-00954,SKU-HOM-9661,挂钟,home,e_commerce,east,4,418.52,273.72,2025-06-08T10:00:00Z
CS-00955,SKU-ELE-1404,智能手表,electronics,e_commerce,north,4,150.88,99.73,2025-01-25T11:00:00Z
